fy,pb,compb,projectid,budgetline,theme,orborough,orcd,sponsor,project,descr,amount,address,addresstype,stno,stname,borough,zipad,zipgis,latitude,longitude,comdist,ct10,cb10,ct00,cb00,cd
2009,,,pw cn016,pw dn582,public buildings,m,"1, 0","gerson, speaker",downtown alliance,,"41,000","120 broadway, ny, ny 10271",,120,broadway     ,manhattan,10271,10271,40.708486,-74.011088,101,7,1001,7,3002,1
2009,,,tf cn666,tf d503,traffic,m,"1, 0","gerson, speaker",downtown alliance  ,,"383,000","120 broadway, ny, ny 10271",,120,broadway     ,manhattan,10271,10271,40.708486,-74.011088,101,7,1001,7,3002,1
2009,,,ag cn100,hl dn537,aging,m,"8, 9, 23, 29, 93","mark-viverito, dickens, weprin, katz, manhattan delegation",jewish home and hospital  ,,"1,875,000","120 w 106th st, ny, ny 10025",,120,w 106th st   ,manhattan,10025,10025,40.799905,-73.96447,107,189,5000,189,5000,7
2009,,,e cn359,e d001,education,m,3,quinn,ps 529m jaqueline kennedy onassis,,"51,000","120 west 46 st, manhattan, ny 10036",,120,west 46 st   ,manhattan,10036,10036,40.757729,-73.983078,105,119,1000,119,1000,4
2009,,,e cn002,e d001,education,r,49,mcmahon,ps 460r susan wagner,,"250,000","1200 manor road, staten island, ny 10314",,1200,manor road    ,staten island,10314,10314,40.596803,-74.124227,502,181,1000,185,1000,50
2009,,,e cn050,e d001,education,m,2,mendez,ps 363m neighborhood / ps 63m star academy,,"150,000","121 east 3 st, manhattan, ny 10009",,121,east 3 st   ,manhattan,10009,10009,40.724117,-73.986381,103,32,4000,32,3001,2
2009,,,e cn602,e d001,education,b,41,mealy,ps 137k rachel jean mitchell,,"46,000","121 saratoga ave, brooklyn, ny 11233",,121,saratoga ave    ,brooklyn,11233,11233,40.682458,-73.917088,316,373,3001,373,3001,41
2009,,,e cn114,e d001,education,q,32,addabbo,ps 226q virgil i grissom,,"151,000","121-10 rockaway blvd, queens, ny 11420",,121-10,rockaway blvd    ,queens,11420,11420,40.675771,-73.816938,410,840,2002,840,2001,28
2009,,,hl cn104,hl dn295,health,m,5,lappin,ny academy of medicine,,"800,000","1216 5th ave, ny, ny 10029",,1216,5th ave    ,manhattan,10029,10029,40.792101,-73.952174,111,168,3003,168,2000,8
2009,,,e cn900,e d001,education,m,10,martinez,ps 178m professor juan bosch ,,"50,000","12-18 ellwood st, manhattan, ny 10040",,18-Dec,ellwood st    ,manhattan,10040,10040,40.859243,-73.927792,112,283,4002,283,1003,10
2009,,,e cn060,e d001,education,m,1,gerson,ps 2m meyer london,,"50,000","122 henry st, manhattan, ny 10002",,122,henry st    ,manhattan,10002,10002,40.713273,-73.991339,103,6,1002,6,4002,1
2009,,,pv cn015,pv d241,cultural affairs,m,47,recchia jr,museum of nyc,,"3,000,000","1220 5th ave, ny, ny 10029",,1220,5th ave    ,manhattan,10029,10029,40.792438,-73.952448,111,168,3002,168,3002,8
2009,,,e cn279,e d001,education,b,36,vann,ps 334k academic and social excellence,,"45,000","1224 park pl, brooklyn, ny 11213",,1224,park pl    ,brooklyn,11213,11213,40.672713,-73.936924,308,343,2000,343,2000,36
2009,,,e cn277,e d001,education,b,36,vann,ps 354k integrated learning,,"116,000","1224 park place, brooklyn, ny 11213",,1224,park place    ,brooklyn,11213,11213,40.672713,-73.936924,308,343,2000,343,2000,36
2009,,,e cn714,e d001,education,b,43,gentile,ps 176k ovington,,"120,000","1225 69 st, brooklyn, ny 11219",,1225,69 st    ,brooklyn,11219,11219,40.624611,-74.005378,310,196,3001,196,3001,43
2009,,,pv cn180,pv dn577,cultural affairs,q,"27, 47","comrie jr, recchia jr",black spectrum theater ,,"300,000","122-5 merrick blvd, queens, ny 11434",,122-5,merrick blvd,queens,11434,11434,40.683671,-73.769532,412,368,2006,368,2006,27
2009,,,pv cn051,pv dn571,cultural affairs,q,"27, 47","comrie jr, recchia jr",black spectrum theatre,,"100,000","122-5 merrick blvd, queens, ny 11434",,122-5,merrick blvd,queens,11434,11434,40.683671,-73.769532,412,368,2006,368,2006,27
2009,,,pv cn013,pv d467,cultural affairs,m,"8, 47, 97","mark-viverito, recchia jr, blac",museo del barrio,,"750,000","1230 5th ave, ny, ny 10029",,1230,5th ave    ,manhattan,10029,10029,40.793072,-73.951992,111,168,3001,168,3001,8
2009,,,e cn349,e d001,education,b,33,yassky,ps 110k monitor,,"175,000","124 monitor st, brooklyn, ny 11222",,124,monitor st    ,brooklyn,11222,11222,40.723897,-73.942312,301,591,2000,591,2000,33
2009,,,e cn794,e d001,education,x,14,baez,ps 79x creston,,"50,000","125 e 181st st, bronx, ny 10453",,125,e 181st st   ,bronx,10453,10453,40.854872,-73.903458,205,23704,2001,23701,4001,14
2009,,,e cn263,e d001,education,b,36,vann,ps 393k frederick douglas academy iv,,"279,000","125 stuyvesant ave, brooklyn, ny 11221",,125,stuyvesant ave    ,brooklyn,11221,11221,40.691274,-73.933697,303,291,1000,291,1000,36
2009,,,e cn289,e d001,education,b,36,vann,ps 57k whitelaw reid,,"254,000","125 stuyvesant ave, brooklyn, ny 11221",,125,stuyvesant ave    ,brooklyn,11221,11221,40.691274,-73.933697,303,291,1000,291,1000,36
2009,,,e cn417,e d001,education,x,18,palma,ps 196x,,"152,000","1250 ward ave, bronx, ny 10472",,1250,ward ave    ,bronx,10472,10472,40.830691,-73.877743,209,54,1000,54,1001,18
2009,,,e cn100,e d001,education,q,28,white jr,ps 223q lyndon b johnson,,"236,000","125-20 sutphin blvd, queens, ny 11434",,125-20,sutphin blvd    ,queens,11434,11434,40.674519,-73.789399,412,18401,1010,18401,1009,28
2009,,,e cn625,e d001,education,r,51,ignizio,ps 7r elias bernstein,,"150,000","1270 huguenot ave, staten island, ny 10312",,1270,huguenot ave    ,staten island,10312,10312,40.523757,-74.185941,503,198,4034,196,1006,51
2009,,,e cn369,e d001,education,b,37,dilan,ps 296k ,,"250,000","128 covert st, brooklyn, ny 11207",,128,covert st    ,brooklyn,11207,11207,40.688431,-73.910208,304,413,1002,413,1003,37
2009,,,pv cn115,pv dn072,cultural affairs,b,"33, 47","yassky, recchia jr",brooklyn historical society,,"600,000","128 pierrepont st, brooklyn, ny 11201",,128,pierrepont st    ,brooklyn,11201,11201,40.69502,-73.992387,302,502,2000,5,2000,33
2009,,,pv cn174,pv dn072,cultural affairs,b,39,deblasio,brooklyn historical society ,,"300,000","128 pierrepont st, brooklyn, ny 11201",,128,pierrepont st    ,brooklyn,11201,11201,40.69502,-73.992387,302,502,2000,5,2000,33
2009,,,pv cn129,pv dn277,cultural affairs,a,"9, 47, 97","dickens, recchia jr, blac",museum of african art,,"750,000","1280 5th ave, ny, ny 10029",,1280,5th ave    ,manhattan,10029,10029,40.796304,-73.949621,111,17401,3001,17401,3000,9
2009,,,p cn198,p d822,parks and recreation,b,33,yassky,montague st bid ,,"90,000","129 montague st, brooklyn, ny 11201",,129,montague st    ,brooklyn,11201,11201,40.694724,-73.994014,302,502,2000,5,2000,33
2009,,,pw cn004,pw d005,public buildings,r,"50, 0","oddo, speaker",jewish community center of staten island,,"500,000","1297 arthur kill rd, staten island, ny 10312",,1297,arthur kill rd   ,staten island,10312,10312,40.565262,-74.183882,503,228,1020,226,3003,51
2009,,,e cn284,e d001,education,b,36,vann,ps 584k ,,"43,000","130 rochester ave, brooklyn, ny 11213",,130,rochester ave    ,brooklyn,11213,11213,40.674656,-73.927794,308,307,3005,307,3002,36
2009,,,pv cn018,pv d279,cultural affairs,m,"4, 47, 93","garodnick, recchia jr, manhattan delegation",ny city center inc,,0,"130 w 56th st, ny, ny 10019",,130,w 56th st   ,manhattan,10019,10019,40.764151,-73.978889,105,137,6000,137,2001,4
2009,,,e cn426,e d001,education,x,18,palma,ps 692x monroe academy for visual arts and design ,,"1,100,000","1300 boynton ave, bronx, ny 10472",,1300,boynton ave    ,bronx,10472,10472,40.831601,-73.878912,209,56,1001,56,2001,18
2009,,,hl cn901,hl dn014,health,x,91,bronx delegation,albert einstein college of medicine,,"2,050,000","1300 morris park ave, bronx, ny 10461",,1300,morris park ave   ,bronx,10461,10461,40.851182,-73.844823,211,286,1000,286,1000,13
2009,,,cs cn100,cs dn312,children services,m,93,manhattan delegation,northside center for child development inc,,"362,000","1301 5th ave, ny, ny 10029",,1301,5th ave    ,manhattan,10029,10029,40.797221,-73.948963,111,17402,1002,17402,1002,9
2009,,,e cn963,e d001,education,q,31,sanders jr,ps 253q ,,"35,000","1307 central ave, queens, ny 11691",,1307,central ave    ,queens,11691,11691,40.60729,-73.7494,414,103202,3001,103202,2013,31
2009,,,e cn362,e d001,education,m,3,quinn,ps 615m chelsea career and technical education,,"100,000","131 ave of the americas, manhattan, ny 10013",,131,ave of the americas  ,manhattan,10013,10013,40.7244,-74.004625,102,37,3009,51,1010,3
2009,,,e cn135,e d001,education,b,48,nelson,ps 195k manhattan beach,,"300,000","131 irwin st, brooklyn, ny 11235",,131,irwin st    ,brooklyn,11235,11235,40.579451,-73.943819,315,620,2005,618,1001,48
2009,,,e cn353,e d001,education,b,33,yassky,ps 34k oliver h perry,,"145,000","131 norman ave, brooklyn, ny 11222",,131,norman ave    ,brooklyn,11222,11222,40.726135,-73.949649,301,573,2002,573,2002,33
2009,,,ln cn012,ln d002,new york public library,r,49,mcmahon,stapleton branch ,,"300,000","132 canal st, staten island, ny 10304",,132,canal st    ,staten island,10304,10304,40.626144,-74.077759,501,27,1001,27,1002,49
2009,,,pv cn077,pv dn196,cultural affairs,a,47,recchia jr,irish repertory theatre company inc,,"875,000","132 w 22nd st, ny, ny 10011",,132,w 22nd st   ,manhattan,10011,10011,40.74268,-73.99437,104,87,1000,87,1000,3
2009,,,e cn953,e d001,education,q,31,sanders jr,ps 132q ralph bunche,,"150,000","132-15 218 st, queens, ny 11413",,132-15,218 st    ,queens,11413,11413,40.682114,-73.74992,413,626,1000,626,2000,31
2009,,,e cn371,e d001,education,b,37,dilan,ps 106k edward everett hale ,,"500,000","1328 putnam ave, brooklyn, ny 11221",,1328,putnam ave    ,brooklyn,11221,11221,40.693879,-73.913056,304,435,2001,435,2001,37
2009,,,e cn384,e d001,education,b,45,stewart,ps 268k emma lazarus,,"250,000","133 east 53 st, brooklyn, ny 11203",,133,east 53 st   ,brooklyn,11203,11203,40.657131,-73.928018,317,866,1004,866,1003,41
2009,,,e cn391,e d001,education,x,17,arroyo,ps 352x vida bogart for all children ,,"35,000","1330 bristow st, bronx, ny 10459",,1330,bristow st    ,bronx,10459,10459,40.83132,-73.894794,203,153,3000,153,5000,17
2009,,,p cn177,p d021,parks and recreation,x,16,foster,ps 134x ,,"448,000","1330 bristow street, bronx, ny 10459",,1330,bristow street    ,bronx,10459,10459,40.83132,-73.894794,203,153,3000,153,5000,17
2009,,,e cn102,e d001,education,q,28,white jr,ps 72q catherine and count basie,,"700,000","133-25 guy r brewer blvd, queens, ny 11434",,133-25,guy r brewer blvd  ,queens,11434,11434,40.673769,-73.775951,412,33402,5000,33402,1000,28
2009,,,e cn170,e d001,education,m,9,dickens,ps 242m young diplomats magnet academy,,"105,000","134 west 122 st, manhattan, ny 10027",,134,west 122 st   ,manhattan,10027,10027,40.8063,-73.948013,110,220,1000,220,1000,9
2009,,,e cn117,e d001,education,q,32,addabbo,ps 47q ,,"100,000","134-01 cronston ave, queens, ny 11694",,134-01,cronston ave    ,queens,11694,11694,40.578261,-73.854403,414,928,2012,928,1013,32
2009,,,p cn175,p d021,parks and recreation,x,16,foster,drew playground ,,"500,000","1343 fulton ave, bronx, ny 10456",,1343,fulton ave    ,bronx,10456,10456,40.833364,-73.902694,203,14701,2000,147,1001,16
2009,,,hh cn999,pw dn128,homeless services,a,99,technical adjustments,crystal towers houses,,"2,000,000","1345 rogers ave, brooklyn, ny 11210",,1345,rogers ave    ,brooklyn,11210,11210,40.63712,-73.951013,314,788,3000,788,3000,45
2009,,,e cn372,e d001,education,b,37,dilan,ps 290k juan morel campos,,"100,000","135 schenck ave, brooklyn, ny 11207",,135,schenck ave    ,brooklyn,11207,11207,40.67789,-73.889758,305,1198,3000,1148,1000,37
2009,,,e cn941,e d001,education,q,31,sanders jr,ps 38q rosedale,,"35,000","135-21 241 st, queens, ny 11422",,135-21,241 st    ,queens,11422,11422,40.671561,-73.734043,413,638,1008,638,5006,31
2009,,,hd cn005,hd dn550,housing preservation & development,b,36,vann,deelight construction ,,"300,000","1360 fulton st, brooklyn, ny 11216",,1360,fulton st    ,brooklyn,11216,11216,40.680186,-73.94593,303,247,1000,247,1000,36
2009,,,ed cn008,ag dn100,economic development,q,20,liu,cpc nan shan senior center,,"800,000","136-18 39th ave, queens, ny 11354",,136-18,39th ave    ,queens,11354,11354,40.76033,-73.829831,407,871,2004,871,1006,20
2009,,,e cn674,e d001,education,x,16,foster,ps 260x bronx center for science and mathematics,,"440,000","1363 fulton ave, bronx, ny 10456",,1363,fulton ave    ,bronx,10456,10456,40.833665,-73.902499,203,14701,2000,147,1001,16
2009,,,ed cn003,ed d384,economic development,b,36,vann,bedstuy gateway stscape reconstruction project,,"350,000","1368 fulton st, brooklyn, ny 11216",,1368,fulton st    ,brooklyn,11216,11216,40.680175,-73.945717,303,247,1000,247,1000,36
2009,,,pv cn181,pv d467,cultural affairs,q,20,liu,flushing council on culture and the arts inc,,"250,000","137-35 northern blvd, queens, ny 11354",,137-35,northern blvd    ,queens,11354,11354,40.763478,-73.829992,407,869,1002,867,1005,20
2009,,,pv cn110,pv dn345,cultural affairs,m,2,mendez,spanish theater repertory (repertorio espanol),,"35,000","138 e 27th st, ny, ny 10016",,138,e 27th st   ,manhattan,10016,10016,40.741886,-73.982599,106,68,6001,68,1001,2
2009,,,p cn203,p d019,parks and recreation,q,31,sanders jr,montbellier playground ,,"1,800,000","138-02 springfield blvd, queens, ny 11413",,138-02,springfield blvd    ,queens,11413,11413,40.675477,-73.755871,412,328,1001,328,1001,27
2009,,,e cn122,e d001,education,q,32,addabbo,ps 308q robert h goddard of communication arts and technology ,,"100,000","138-30 lafayette st, queens, ny 11417",,138-30,lafayette st    ,queens,11417,11417,40.67124,-73.845141,410,58,2008,58,2008,32
2009,,,hd cn008,hd dn521,housing preservation & development,x,17,arroyo,longwood gardenstns development group ltd,,"500,000","1394 clay ave, bronx, ny 10456",,1394,clay ave    ,bronx,10456,10456,40.837051,-73.907965,204,17702,2001,177,6001,16
2009,,,pv cn036,pw dn004,cultural affairs,a,"5, 23, 33, 46, 47, 93","lappin, weprin, yassky, fidler, recchia jr, manhattan delegation",92nd st y,,"850,000","1395 lexington ave, ny, ny 10128",,1395,lexington ave    ,manhattan,10128,10128,40.783051,-73.952978,108,15801,2001,15801,2001,5
2009,,,pv cn025,pv d466,cultural affairs,q,"23, 29, 94","weprin, katz, queens delegation",queens theatre in the park inc,,"450,000","14 united nations ave s, queens, ny 11368",,14,united nations ave s  ,queens,11368,11355,40.744535,-73.844339,481,38302,1142,383,2039,21
2009,,,pw cn758,hd dn374,public buildings,r,"23, 46, 50","weprin, fidler, oddo",seaview senior affordable housing,,"13,500,000","140 friendship lane, staten island, ny 10314",,140,friendship lane    ,staten island,10314,10314,40.594315,-74.134387,502,181,1000,185,1000,50
2009,,,e cn716,e d001,education,b,43,gentile,ps 229k dyker,,"120,000","1400 benson ave, brooklyn, ny 11228",,1400,benson ave    ,brooklyn,11228,11228,40.610963,-74.013376,311,170,2003,170,2002,43
2009,,,ho cn004,ho d003,health and hospitals corporation,x,13,vacca,jacobi medical center,,"500,000","1400 pelham pkwy s, bronx, ny 10461",,1400,pelham pkwy s   ,bronx,10461,10461,40.857427,-73.847079,211,296,2000,296,2000,13
2009,,,pw cn005,pw dn580,public buildings,r,50,oddo,richmond city youth sports complex,,"100,000","1400 travis ave, staten island, ny 10314",,1400,travis ave    ,staten island,10314,10314,40.60154,-74.182095,502,29102,1075,29102,1008,50
2009,,,lq cn011,lq d122,queens public library,q,22,vallone jr,astoria branch,,"115,000","14-01 astoria blvd, queens, ny 11102",,14-01,astoria blvd    ,queens,11102,11102,40.772173,-73.928757,401,83,2001,83,2001,22
2009,,,e cn133,e d001,education,b,48,nelson,ps 98k bay academy ,,"100,000","1401 emmons ave, brooklyn, ny 11235",,1401,emmons ave    ,brooklyn,11235,11235,40.583125,-73.954037,315,608,3004,608,2005,48
2009,,,p cn176,p d021,parks and recreation,x,16,foster,keltch park,,"350,000","1405 jerome ave, bronx, ny 10452",,1405,jerome ave    ,bronx,10452,10452,40.840608,-73.917953,204,219,1003,219,1003,16
2009,,,p cn045,p d021,parks and recreation,x,17,arroyo,hunts point riverside park ,,"200,000","1409 lafayette ave, bronx, ny 10474",,1409,lafayette ave    ,bronx,10474,10474,40.817519,-73.8822,202,11502,3000,105,3001,17
2009,,,e cn800,e d001,education,m,0,speaker,ps 101m andrew draper ,,"800,000","141 east 111 st, manhattan, ny 10029",,141,east 111 st   ,manhattan,10029,10029,40.79564,-73.94441,111,172,1001,17202,1001,8
2009,,,e cn412,e d001,education,q,20,liu,ps 24q andrew jackson,,"100,000","141-11 holly ave, queens, ny 11355",,141-11,holly ave    ,queens,11355,11355,40.75146,-73.817849,407,1205,1002,1205,1004,20
2009,,,e cn543,e d001,education,q,22,vallone jr,ps 171q ,,"250,000","14-14 29 ave, queens, ny 11102",,14-14,29 ave    ,queens,11102,11102,40.771336,-73.929086,401,83,2008,83,2008,22
2009,,,hd cn024,hd dn555,housing preservation & development,q,22,vallone jr,hallets cove apartments lp,,"250,000","1420 27th ave, queens, ny 11102",,1420,27th ave    ,queens,11102,11102,40.773298,-73.928756,401,83,2001,83,2001,22
2009,,,e cn154,e d001,education,b,46,fidler,ps 78k roy h mann,,"100,000","1420 east 68 st, brooklyn, ny 11234",,1420,east 68 st   ,brooklyn,11234,11234,40.621224,-73.91287,318,69602,2010,696,1022,46
2009,,,e cn415,e d001,education,q,20,liu,ps 20q john bowne,,"120,000","142-30 barclay ave, queens, ny 11355",,142-30,barclay ave    ,queens,11355,11355,40.758689,-73.824832,407,855,4002,855,2003,20
2009,,,e cn968,e d001,education,q,31,sanders jr,ps 248q queens preparatory academy,,"35,000","143-10 springfield blvd, queens, ny11413",,143-10,springfield blvd    ,queens,11413,11413,40.668235,-73.756839,412,330,1008,330,1013,31
2009,,,e cn967,e d001,education,q,31,sanders jr,ps 265q excelsior prep  ,,"35,000","143-10 springfield blvd, queens, ny11413",,143-10,springfield blvd    ,queens,11413,11413,40.668235,-73.756839,412,330,1008,330,1013,31
2009,,,e cn966,e d001,education,q,31,sanders jr,ps 272q george washington carver for the sciences ,,"35,000","143-10 springfield blvd, queens, ny11413",,143-10,springfield blvd    ,queens,11413,11413,40.668235,-73.756839,412,330,1008,330,1013,31
2009,,,e cn969,e d001,education,q,31,sanders jr,ps 283q prepatory academy for writers ,,"35,000","143-10 springfield blvd, queens, ny11413",,143-10,springfield blvd    ,queens,11413,11413,40.668235,-73.756839,412,330,1008,330,1013,31
2009,,,e cn300,e d001,education,r,50,oddo,ps 69r daniel d tompkins,,"100,000","144 keating place, staten island, ny 10314",,144,keating place    ,staten island,10314,10314,40.591468,-74.156705,502,27705,1000,27703,2002,51
